title,city,education,experience,company,company_size,company_type,salary_text,skills,description,publish_date,link
算法工程师,广州,硕士,经验不限,启数软件有限公司,少于50人,外资,15-19K·14薪,"推荐系统, 数据结构, nlp, 机器学习, 深度学习",算法工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：推荐系统、数据结构、nlp、机器学习、深度学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-04,https://job.example.com/42_00073
机器学习工程师,广州,大专,1-3年,智数智能有限公司,50-150人,合资,1.1-1.8万/月,"机器学习, python, 深度学习, tensorflow, nlp",机器学习工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：机器学习、python、深度学习、tensorflow、nlp。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-04,https://job.example.com/42_00074
数据挖掘工程师,杭州,大专,5-10年,锐图软件有限公司,少于50人,国企,1.6-2.0万/月,"数据挖掘, spark, 统计学, python, sql",数据挖掘工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：数据挖掘、spark、统计学、python、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-07,https://job.example.com/42_00075
机器学习工程师,武汉,硕士,1-3年,锐途科技有限公司,50-150人,国企,1.3-1.7万/月,"深度学习, 机器学习, nlp, pytorch, tensorflow",机器学习工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：深度学习、机器学习、nlp、pytorch、tensorflow。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-05,https://job.example.com/42_00076
数据产品经理,武汉,硕士,3-5年,启途网络有限公司,2000人以上,合资,17-20K,"产品设计, excel, sql, 数据可视化, 用户研究",数据产品经理岗位：负责核心算法的调研、实现与线上效果优化。核心技能：产品设计、excel、sql、数据可视化、用户研究。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-21,https://job.example.com/42_00077
ETL工程师,北京,本科,在校/应届,云途软件有限公司,500-2000人,国企,面议,"hive, etl, linux, python, 数据仓库",ETL工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：hive、etl、linux、python、数据仓库。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-04,https://job.example.com/42_00078
数据运营,成都,本科,1-3年,智数智能有限公司,500-2000人,上市公司,14-21K,"python, excel, 用户增长, 数据分析, sql",数据运营岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：python、excel、用户增长、数据分析、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-22,https://job.example.com/42_00079
数据分析师,成都,本科,5-10年,星合智能有限公司,500-2000人,上市公司,薪资面议,"数据可视化, numpy, pandas, python, sql",数据分析师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：数据可视化、numpy、pandas、python、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-14,https://job.example.com/42_00080
机器学习工程师,成都,学历不限,在校/应届,蓝图数据有限公司,50-150人,民营,面议,"python, pytorch, nlp, 深度学习, tensorflow",机器学习工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：python、pytorch、nlp、深度学习、tensorflow。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-23,https://job.example.com/42_00081
ETL工程师,广州,学历不限,5-10年,智创软件有限公司,2000人以上,上市公司,17-22K·13薪,"linux, sql, etl, spark, 数据仓库",ETL工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：linux、sql、etl、spark、数据仓库。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-09,https://job.example.com/42_00082
数据产品经理,南京,大专,1-3年,启合科技有限公司,少于50人,外资,0.9-1.3万/月,"sql, 用户研究, 数据可视化, 需求分析, 产品设计",数据产品经理岗位：负责核心算法的调研、实现与线上效果优化。核心技能：sql、用户研究、数据可视化、需求分析、产品设计。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-18,https://job.example.com/42_00083
ETL工程师,武汉,硕士,3-5年,蓝创软件有限公司,2000人以上,国企,1.8-2.2万/月,"数据仓库, linux, sql, spark, hive",ETL工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：数据仓库、linux、sql、spark、hive。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-14,https://job.example.com/42_00084
Python开发工程师,广州,本科,在校/应届,蓝合软件有限公司,150-500人,上市公司,薪资面议,"django, sql, 爬虫, linux, flask",Python开发工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：django、sql、爬虫、linux、flask。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-09,https://job.example.com/42_00085
算法工程师,上海,硕士,3-5年,锐图数据有限公司,150-500人,外资,2.1-2.6万/月,"深度学习, 机器学习, nlp, 算法, 数据结构",算法工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：深度学习、机器学习、nlp、算法、数据结构。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-16,https://job.example.com/42_00086
Python开发工程师,杭州,硕士,1-3年,锐数科技有限公司,150-500人,外资,16-24K·16薪,"django, docker, linux, python, 爬虫",Python开发工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：django、docker、linux、python、爬虫。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-02,https://job.example.com/42_00087
机器学习工程师,深圳,本科,在校/应届,智创数据有限公司,2000人以上,合资,12-17K·15薪,"python, 深度学习, nlp, pytorch, tensorflow",机器学习工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：python、深度学习、nlp、pytorch、tensorflow。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-27,https://job.example.com/42_00088
数据分析师,武汉,本科,3-5年,星创数据有限公司,150-500人,合资,1.4-2.2万/月,"excel, sql, numpy, pandas, 数据可视化",数据分析师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：excel、sql、numpy、pandas、数据可视化。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-26,https://job.example.com/42_00089
ETL工程师,南京,硕士,5-10年,智创数据有限公司,150-500人,民营,19-23K·15薪,"hive, spark, 数据仓库, linux, sql",ETL工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：hive、spark、数据仓库、linux、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-06,https://job.example.com/42_00090
Python开发工程师,杭州,本科,5-10年,星脉软件有限公司,150-500人,民营,20-28K,"linux, docker, sql, 爬虫, flask",Python开发工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：linux、docker、sql、爬虫、flask。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-20,https://job.example.com/42_00091
Python开发工程师,成都,本科,经验不限,蓝脉软件有限公司,50-150人,合资,10-14K,"docker, python, 爬虫, linux, django",Python开发工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：docker、python、爬虫、linux、django。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-03,https://job.example.com/42_00092
机器学习工程师,广州,硕士,3-5年,蓝途科技有限公司,50-150人,合资,20-24K,"pytorch, nlp, tensorflow, python, 机器学习",机器学习工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：pytorch、nlp、tensorflow、python、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-03,https://job.example.com/42_00093
ETL工程师,北京,大专,3-5年,锐数数据有限公司,2000人以上,合资,14-22K,"数据仓库, etl, linux, hive, python",ETL工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：数据仓库、etl、linux、hive、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-07,https://job.example.com/42_00094
数据运营,北京,硕士,5-10年,蓝脉科技有限公司,150-500人,国企,2.0-2.8万/月,"用户增长, excel, python, sql, 数据可视化",数据运营岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：用户增长、excel、python、sql、数据可视化。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-18,https://job.example.com/42_00095
数据分析师,成都,硕士,1-3年,海帆数据有限公司,少于50人,合资,面议,"统计学, excel, sql, numpy, pandas",数据分析师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：统计学、excel、sql、numpy、pandas。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-06,https://job.example.com/42_00096
机器学习工程师,北京,本科,1-3年,蓝数科技有限公司,150-500人,外资,薪资面议,"pytorch, tensorflow, nlp, 机器学习, python",机器学习工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：pytorch、tensorflow、nlp、机器学习、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-26,https://job.example.com/42_00097
BI工程师,南京,硕士,1-3年,海合科技有限公司,500-2000人,上市公司,1.4-2.1万/月,"tableau, 数据可视化, etl, excel, powerbi",BI工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：tableau、数据可视化、etl、excel、powerbi。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-12,https://job.example.com/42_00098
Python开发工程师,上海,本科,3-5年,蓝合科技有限公司,150-500人,上市公司,1.8-2.1万/月,"docker, 爬虫, sql, flask, python",Python开发工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：docker、爬虫、sql、flask、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-10,https://job.example.com/42_00099
BI工程师,成都,硕士,5-10年,星途数据有限公司,150-500人,外资,18-23K·15薪,"excel, tableau, sql, 数据可视化, etl",BI工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：excel、tableau、sql、数据可视化、etl。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-28,https://job.example.com/42_00100
算法工程师,成都,硕士,5-10年,海数数据有限公司,少于50人,民营,2.0-2.9万/月,"python, 推荐系统, 算法, 机器学习, nlp",算法工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：python、推荐系统、算法、机器学习、nlp。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-11,https://job.example.com/42_00101
Python开发工程师,杭州,学历不限,1-3年,星途数据有限公司,少于50人,合资,14-18K·16薪,"django, sql, linux, docker, 爬虫",Python开发工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：django、sql、linux、docker、爬虫。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-27,https://job.example.com/42_00102
算法工程师,成都,大专,经验不限,智数智能有限公司,50-150人,民营,0.8-1.4万/月,"推荐系统, 数据结构, 机器学习, nlp, python",算法工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：推荐系统、数据结构、机器学习、nlp、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-03,https://job.example.com/42_00103
数据分析师,成都,硕士,3-5年,云数软件有限公司,500-2000人,上市公司,18-22K,"pandas, numpy, 数据可视化, sql, 统计学",数据分析师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：pandas、numpy、数据可视化、sql、统计学。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-11,https://job.example.com/42_00104
Python开发工程师,南京,硕士,3-5年,锐脉科技有限公司,少于50人,上市公司,16-21K,"flask, docker, linux, 爬虫, python",Python开发工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：flask、docker、linux、爬虫、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-30,https://job.example.com/42_00105
机器学习工程师,成都,硕士,1-3年,海数智能有限公司,2000人以上,民营,14-19K,"python, 深度学习, 机器学习, pytorch, tensorflow",机器学习工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：python、深度学习、机器学习、pytorch、tensorflow。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-24,https://job.example.com/42_00106
ETL工程师,成都,学历不限,3-5年,蓝图数据有限公司,2000人以上,合资,12-22K·15薪,"sql, python, linux, 数据仓库, hive",ETL工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：sql、python、linux、数据仓库、hive。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-09,https://job.example.com/42_00107
大数据开发工程师,杭州,硕士,在校/应届,海途数据有限公司,500-2000人,合资,14-22K·14薪,"sql, linux, flink, hadoop, spark",大数据开发工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：sql、linux、flink、hadoop、spark。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-19,https://job.example.com/42_00108
算法工程师,成都,大专,5-10年,云数数据有限公司,500-2000人,民营,14-19K,"机器学习, 深度学习, 算法, 数据结构, nlp",算法工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：机器学习、深度学习、算法、数据结构、nlp。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-07,https://job.example.com/42_00109
大数据开发工程师,武汉,学历不限,3-5年,星脉数据有限公司,500-2000人,上市公司,13-23K,"flink, spark, linux, hadoop, sql",大数据开发工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：flink、spark、linux、hadoop、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-12,https://job.example.com/42_00110
BI工程师,南京,本科,在校/应届,锐脉软件有限公司,150-500人,上市公司,面议,"etl, powerbi, sql, 数据可视化, tableau",BI工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：etl、powerbi、sql、数据可视化、tableau。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-26,https://job.example.com/42_00111
数据挖掘工程师,杭州,大专,1-3年,锐创数据有限公司,150-500人,上市公司,14-24K·16薪,"spark, sql, 数据挖掘, python, 机器学习",数据挖掘工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：spark、sql、数据挖掘、python、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-10,https://job.example.com/42_00112
大数据开发工程师,上海,本科,经验不限,锐创软件有限公司,2000人以上,民营,面议,"flink, hadoop, linux, hive, java",大数据开发工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：flink、hadoop、linux、hive、java。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-13,https://job.example.com/42_00113
数据产品经理,南京,本科,3-5年,启创网络有限公司,2000人以上,外资,16-23K·13薪,"用户研究, 需求分析, sql, 产品设计, excel",数据产品经理岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：用户研究、需求分析、sql、产品设计、excel。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-03,https://job.example.com/42_00114
算法工程师,成都,大专,经验不限,蓝图智能有限公司,2000人以上,国企,1.0-1.5万/月,"深度学习, 推荐系统, 机器学习, python, nlp",算法工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：深度学习、推荐系统、机器学习、python、nlp。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-07,https://job.example.com/42_00115
ETL工程师,武汉,本科,5-10年,启数软件有限公司,50-150人,合资,1.8-2.8万/月,"linux, etl, sql, 数据仓库, spark",ETL工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：linux、etl、sql、数据仓库、spark。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-08,https://job.example.com/42_00116
数据挖掘工程师,深圳,硕士,1-3年,启创网络有限公司,2000人以上,外资,1.8-2.8万/月,"统计学, sql, pandas, spark, 机器学习",数据挖掘工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：统计学、sql、pandas、spark、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-25,https://job.example.com/42_00117
机器学习工程师,杭州,硕士,1-3年,蓝合网络有限公司,2000人以上,外资,18-27K·16薪,"机器学习, 深度学习, pytorch, tensorflow, python",机器学习工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：机器学习、深度学习、pytorch、tensorflow、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-15,https://job.example.com/42_00118
数据挖掘工程师,杭州,本科,1-3年,海合数据有限公司,50-150人,上市公司,16-21K,"统计学, python, 数据挖掘, sql, pandas",数据挖掘工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：统计学、python、数据挖掘、sql、pandas。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-18,https://job.example.com/42_00119
ETL工程师,深圳,本科,经验不限,启数软件有限公司,少于50人,国企,面议,"linux, 数据仓库, etl, python, sql",ETL工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：linux、数据仓库、etl、python、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-23,https://job.example.com/42_00120
数据产品经理,南京,大专,在校/应届,海创数据有限公司,2000人以上,民营,0.7-1.6万/月,"sql, excel, 用户研究, 产品设计, 数据可视化",数据产品经理岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：sql、excel、用户研究、产品设计、数据可视化。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-23,https://job.example.com/42_00121
数据分析师,武汉,学历不限,1-3年,锐创科技有限公司,150-500人,外资,12-17K·16薪,"sql, excel, pandas, python, numpy",数据分析师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：sql、excel、pandas、python、numpy。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-04,https://job.example.com/42_00122
数据产品经理,杭州,本科,5-10年,海帆科技有限公司,150-500人,外资,18-23K·14薪,"数据可视化, sql, 需求分析, 用户研究, 产品设计",数据产品经理岗位：负责核心算法的调研、实现与线上效果优化。核心技能：数据可视化、sql、需求分析、用户研究、产品设计。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-21,https://job.example.com/42_00123
BI工程师,武汉,硕士,1-3年,蓝帆科技有限公司,150-500人,合资,15-23K,"sql, 数据可视化, excel, etl, powerbi",BI工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：sql、数据可视化、excel、etl、powerbi。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-14,https://job.example.com/42_00124
ETL工程师,北京,本科,3-5年,启数数据有限公司,500-2000人,上市公司,1.8-2.2万/月,"hive, linux, etl, sql, python",ETL工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：hive、linux、etl、sql、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-21,https://job.example.com/42_00125
大数据开发工程师,成都,硕士,在校/应届,蓝合智能有限公司,500-2000人,上市公司,1.2-1.8万/月,"spark, sql, flink, linux, hive",大数据开发工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：spark、sql、flink、linux、hive。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-27,https://job.example.com/42_00126
ETL工程师,上海,硕士,1-3年,云脉智能有限公司,2000人以上,国企,17-22K,"数据仓库, linux, hive, sql, python",ETL工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：数据仓库、linux、hive、sql、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-06,https://job.example.com/42_00127
数据产品经理,上海,大专,在校/应届,启帆智能有限公司,500-2000人,合资,12-19K·15薪,"excel, 用户研究, 产品设计, 数据可视化, 需求分析",数据产品经理岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：excel、用户研究、产品设计、数据可视化、需求分析。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-03,https://job.example.com/42_00128
BI工程师,杭州,学历不限,经验不限,海途智能有限公司,少于50人,民营,1.2-1.5万/月,"excel, tableau, sql, 数据可视化, etl",BI工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：excel、tableau、sql、数据可视化、etl。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-07,https://job.example.com/42_00129
BI工程师,广州,学历不限,在校/应届,启途智能有限公司,50-150人,外资,薪资面议,"excel, 数据可视化, powerbi, tableau, etl",BI工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：excel、数据可视化、powerbi、tableau、etl。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-07,https://job.example.com/42_00130
数据挖掘工程师,深圳,学历不限,经验不限,启创软件有限公司,50-150人,国企,11-18K,"spark, python, 数据挖掘, sql, pandas",数据挖掘工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：spark、python、数据挖掘、sql、pandas。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-15,https://job.example.com/42_00131
数据分析师,武汉,硕士,5-10年,云合智能有限公司,少于50人,国企,2.0-3.0万/月,"python, sql, excel, 统计学, numpy",数据分析师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：python、sql、excel、统计学、numpy。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-30,https://job.example.com/42_00132
数据运营,深圳,学历不限,5-10年,锐脉网络有限公司,50-150人,外资,1.7-2.6万/月,"excel, sql, 数据可视化, python, 数据分析",数据运营岗位：参与数据平台建设，保障数据质量与时效性。核心技能：excel、sql、数据可视化、python、数据分析。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-09,https://job.example.com/42_00133
大数据开发工程师,北京,硕士,3-5年,海图软件有限公司,2000人以上,外资,2.2-2.7万/月,"linux, spark, flink, hive, java",大数据开发工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：linux、spark、flink、hive、java。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-09,https://job.example.com/42_00134
BI工程师,广州,学历不限,3-5年,云创软件有限公司,500-2000人,上市公司,16-22K,"数据可视化, tableau, etl, excel, sql",BI工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：数据可视化、tableau、etl、excel、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-27,https://job.example.com/42_00135
算法工程师,上海,硕士,5-10年,启图智能有限公司,2000人以上,民营,2.1-2.7万/月,"机器学习, python, 推荐系统, 算法, nlp",算法工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：机器学习、python、推荐系统、算法、nlp。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-01,https://job.example.com/42_00136
机器学习工程师,成都,本科,经验不限,海创数据有限公司,500-2000人,国企,12-21K·13薪,"机器学习, nlp, python, 深度学习, pytorch",机器学习工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：机器学习、nlp、python、深度学习、pytorch。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-08,https://job.example.com/42_00137
算法工程师,杭州,本科,1-3年,智脉网络有限公司,50-150人,外资,14-20K·15薪,"推荐系统, 深度学习, nlp, python, 机器学习",算法工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：推荐系统、深度学习、nlp、python、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-19,https://job.example.com/42_00138
数据分析师,杭州,硕士,3-5年,蓝帆软件有限公司,2000人以上,国企,20-27K·16薪,"数据可视化, excel, numpy, pandas, python",数据分析师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：数据可视化、excel、numpy、pandas、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-02,https://job.example.com/42_00139
数据产品经理,南京,本科,3-5年,锐图科技有限公司,2000人以上,民营,1.3-1.6万/月,"sql, 需求分析, 用户研究, excel, 产品设计",数据产品经理岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：sql、需求分析、用户研究、excel、产品设计。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-01,https://job.example.com/42_00140
BI工程师,广州,学历不限,3-5年,启数科技有限公司,2000人以上,上市公司,1.6-1.9万/月,"tableau, sql, excel, etl, powerbi",BI工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：tableau、sql、excel、etl、powerbi。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-01,https://job.example.com/42_00141
数据运营,武汉,本科,经验不限,云途智能有限公司,50-150人,国企,11-19K,"数据分析, 数据可视化, python, excel, sql",数据运营岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：数据分析、数据可视化、python、excel、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-21,https://job.example.com/42_00142
Python开发工程师,成都,硕士,1-3年,海脉科技有限公司,少于50人,合资,16-19K·15薪,"flask, linux, django, docker, sql",Python开发工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：flask、linux、django、docker、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-02,https://job.example.com/42_00143
数据挖掘工程师,上海,硕士,5-10年,星帆智能有限公司,500-2000人,外资,面议,"sql, 统计学, 数据挖掘, python, pandas",数据挖掘工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：sql、统计学、数据挖掘、python、pandas。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-27,https://job.example.com/42_00144
大数据开发工程师,北京,本科,5-10年,云数数据有限公司,2000人以上,国企,22-30K·13薪,"hadoop, java, spark, hive, sql",大数据开发工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：hadoop、java、spark、hive、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-18,https://job.example.com/42_00145
